_id,singkat,hasil
4518,geer,gede rasa
4519,ghiey,lagi
4520,gi,lagi
4521,giman,gigi mancung
4522,gitchu,gitu
4523,goblog,goblok
4524,jadiin,jadikan
4525,lemot,lambat berfikir
4526,lemot,lemah otak
4527,niech,nih
4528,nimbrung,ikut serta
4529,nkah,nikah
4530,nnti,nanti
4531,nongkrong,kumpul-kumpul
4532,nrp,narapidana
4533,ntar,sebentar
4534,nuhun,terima kasih
4535,nunggu,menunggu
4536,nyampah,membuat sampah
4537,oon,bodoh
4538,orkes,olahraga dan kesehatan
4539,ospek,orientasi studi dan pengenalan kampus
4540,otre,ok
4541,pa,apa
4542,pahe,paket hemat
4543,panja,panitia kerja
4544,pantura,pantai utara
4545,pas2an,pas-pasan
4546,patas,cepat dan terbatas
4547,pelatda,pemusatan latihan daerah
4548,pembokat,pembantu
4549,pemilu,pemilihan umum
4550,penmas,pendidikan masyarakat
4551,perek,wanita tuna susila
4552,pertamax,pertama
4553,pesenin,pesankan
4554,pgi,pergi
4555,pijetin,pijitkan
4556,pimpro,pemimpin proyek
4557,pisgor,pisang goreng
4558,pm,private message
4559,polwan,polisi wanita
4560,ponsel,telepon seluler
4561,ppa,apa
4562,rmbt,rambut
4563,rofl,rolling on the floor laughing
4564,rudal,peluru kendali
4565,rusun,rumah susun
4566,rutan,rumah tahanan
4567,s4,sempat
4568,saiank,sayang
4569,saltum,salah kostum
4570,sampeyan,anda
4571,satkorlak,satuan koordinator pelaksana
4572,say,sayang
4573,scara,secara
4574,sdngkn,sedangkan
4575,seabrek,banyak
4576,sekjen,sekretaris jenderal
4577,sempak,celana dalam
4578,sempet2nya,sempat-sempatnya
4579,sertijab,serah terima jabatan
4580,sgtunya,segitunya
4581,sidak,inspeksi mendadak
4582,sieyh,sih
4583,simpedes,simpanan pedesaan
4584,sip,ok
4585,sis,kakak perempuan
4586,skl,sekali
4587,skul,sekolah
4588,slm,salam
4589,slt,sulit
4590,smwny,semuanya
4591,ttd,tertanda
4592,ttp,tetap
4593,tuh,itu
4594,tuwh,tuh
4595,tyap,tiap
4596,ujung2nya,ujung-ujungnya
4597,unyu,menggemaskan
4598,uppu,apa
4599,urg,saya
4600,utang,hutang
4601,utul,ujian tertulis
4602,vol,volume
4603,wad,buat
4604,waria,wanita pria
4605,warnet,warung internet
4606,wartel,warung telekomunikasi
4607,wk,tertawa
4608,wkwk,tertawa
4609,wth,what the hell
4610,y,kenapa
4611,yad,yang akan datang
4612,yapz,iya
4613,yauwda,ya sudah
4614,ybs,yang bersangkutan
4615,yi,yaitu
4616,yoha,iya
4617,yuk,ayo
4618,7an,tujuan
4619,@,di
4620,ababil,abg labil
4621,abis,habis
4622,acc,accord
4623,ad,ada
4624,adlah,adalah
4625,adlh,adalah
4626,adoh,aduh
4627,afaik,as far as i know
4628,aha,tertawa
4629,ahaha,haha
4630,aing,saya
4631,aj,saja
4632,aja,saja
4633,ajep-ajep,dunia gemerlap
4634,ajj,saja
4635,ak,saya
4636,aka,dikenal juga sebagai
4637,akika,aku
4638,akko,aku
4639,akkoh,aku
4640,akku,aku
4641,akuwh,aku
4642,akyu,aku
4643,alay,norak
4644,aljasa,asal jadi saja
4645,alow,halo
4646,ama,sama
4647,ambilin,ambilkan
4648,ambl,ambil
4649,ancur,hancur
4650,anjir,anjing
4651,anjrit,anjing
4652,ank,anak
4653,anter,antar
4654,ap,apa
4655,ap2,apa-apa
4656,apaan,apa
4657,apasih,apa sih
4658,ape,apa
4659,apes,sial
4660,aplot,unggah
4661,aps,apa
4662,apva,apa
4663,aq,saya
4664,aqu,aku
4665,aquwh,aku
4666,asap,sesegera mungkin
4667,asbun,asal bunyi
4668,aseek,asyik
4669,aseekk,asyik
4670,asek,asyik
4671,asekk,asyik
4672,aseknya,asyiknya
4673,asem,asam
4674,asoy,asyik
4675,aspal,asli tetapi palsu
4676,astrojim,astagfirullahaladzim
4677,astul,asal tulis
4678,ath,kalau begitu
4679,ato,atau
4680,atuh,kalau begitu
4681,au ah,tidak mau tahu
4682,ava,avatar
4683,awak,saya
4684,aws,awas
4685,ay,sayang
4686,ayang,sayang
4687,ayank,sayang
4688,ayok,ayo
4689,b4,sebelum
4690,bacot,banyak bicara
4691,bakalan,akan
4692,bales,balas
4693,bandes,bantuan desa
4694,bangdes,pembangunan desa
4695,bangedh,banget
4696,bangkotan,tua
4697,banpol,bantuan polisi
4698,banpres,bantuan presiden
4699,banpur,bantuan tempur
4700,bansarkas,bantuan sarana kesehatan
4701,basbang,basi
4702,bazis,"badan amal, zakat, infak, dan sedekah"
4703,bcanda,bercanda
4704,bcoz,karena
4705,bdg,bandung
4706,beb,sayang
4707,begajulan,nakal
4708,bejibun,banyak
4709,beliin,belikan
4710,belom,belum
4711,bencong,banci
4712,bener,benar
4713,bentar,sebentar
4714,ber2,berdua
4715,ber3,bertiga
4716,berdikari,berdiri di atas kaki sendiri
4717,beresin,membereskan
4718,bet,banget
4719,bete,bosan
4720,beti,beda tipis
4721,beud,banget
4722,beut,banget
4723,bg,abang
4724,bgd,banget
4725,bgmn,bagaimana
4726,bgs,bagus
4727,bgt,banget
4728,bhubu,tidur
4729,bijimane,bagaimana
4730,bimbuluh,bimbingan dan penyuluhan
4731,bintal,bimbingan mental
4732,bisi,kalau-kalau
4733,bkl,akan
4734,bkn,bukan
4735,bknnya,bukannya
4736,bl,beli
4737,blegug,bodoh
4738,blg,bilang
4739,blh,boleh
4740,blm,belum
4741,bln,bulan
4742,bls,balas
4743,blum,belum
4744,bnchi,benci
4745,bnci,benci
4746,bngung,bingung
4747,bnran,yang benar
4748,bnyk,banyak
4749,bodor,lucu
4750,bohay,badan aduhai
4751,bokap,ayah
4752,bokep,video porno
4753,boker,buang air besar
4754,bokin,pacar
4755,bokis,bohong
4756,bole,boleh
4757,boljug,boleh juga
4758,bolot,bodoh
4759,bonek,bocah nekat
4760,bonyok,ayah ibu
4761,boyeh,boleh
4762,bpk,bapak
4763,br,baru
4764,brb,segera kembali
4765,brg,bareng
4766,brngkt,berangkat
4767,bro,saudara laki-laki
4768,brp,berapa
4769,bru,baru
4770,brur,saudara laki-laki
4771,bs,bisa
4772,bsa,bisa
4773,bsen,bosan
4774,bsk,besok
4775,bt,bosan sekali
4776,bt,buat
4777,btw,ngomong-ngomong
4778,bu_bu,tidur
4779,buaya,tidak setia
4780,bubarin,bubarkan
4781,bubbu,tidur
4782,buber,buka bersama
4783,bubu,tidur
4784,bujubune,luar biasa
4785,bumil,ibu hamil
4786,buser,buru sergap
4787,bw,bawa
4788,bwhn,bawahan
4789,bwt,buat
4790,byar,bayar
4791,byk,banyak
4792,byr,bayar
4793,byrin,bayarkan
4794,c8,chat
4795,cabal,sabar
4796,cabut,pergi
4797,cadas,keren
4798,caem,cakep
4799,calo,makelar
4800,cama-cama,sama-sama
4801,can,belum
4802,cangcut,celana dalam
4803,capcus,pergi
4804,cape,capek
4805,caper,cari perhatian
4806,caur,jelek
4807,ce,cewek
4808,cekak,tidak ada uang
4809,cekal,cegah tangkal
4810,cekidot,coba lihat
4811,cemen,penakut
4812,cemplungin,cemplungkan
4813,cengengesan,tertawa
4814,ceper,pendek
4815,cepet,cepat
4816,ceu,kakak perempuan
4817,cew,cewek
4818,cewe,cewek
4819,chuyunk,sayang
4820,cibuk,sibuk
4821,cimeng,ganja
4822,cin,cinta
4823,cipika cipiki,cium pipi kanan cium pipi kiri
4824,ciye,cie
4825,ciyh,sih
4826,ckck,ck
4827,ckepp,cakep
4828,ckp,cakep
4829,ckp,cukup
4830,clbk,cinta lama bersemi kembali
4831,cmiiw,correct me if i'm wrong
4832,cmpr,campur
4833,cmpur,campur
4834,cnenk,senang
4835,cong,banci
4836,congor,mulut
4837,conlok,cinta lokasi
4838,cow,cowok
4839,cowwyy,maaf
4840,coz,karena
4841,cp,siapa
4842,cpa,siapa
4843,ngeri,seram
4844,cpe,capek
4845,cppa,siapa
4846,cppe,capek
4847,cr,cara
4848,cucok,cocok
4849,cuek,tidak acuh
4850,cuex,cuek
4851,cuman,Cuma
4852,cumi,Cuma miscall
4853,cungkring,kurus tinggi
4854,cups,culun
4855,cupu,culun
4856,curanmor,pencurian kendaraan bermotor
4857,curas,pencurian dengan kekerasan
4858,curcol,curahan hati colongan
4859,curhat,curahan hati
4860,cwek,cewek
4861,cwok,cowok
4862,cyin,cinta
4863,cz,karena
4864,d,di
4865,dagh,sudah
4866,dah,deh
4867,damang,sehat
4868,dapet,dapat
4869,dateng,datang
4870,de,adik
4871,dech,deh
4872,dek,adik
4873,deket,dekat
4874,demen,suka
4875,dengerin,dengarkan
4876,deyh,deh
4877,dg,dengan
4878,dgn,dengan
4879,dh,deh
4880,diancurin,dihancurkan
4881,digosipin,digosipkan
4882,dimaafin,dimaafkan
4883,dimana2,dimana-mana
4884,dimintak,diminta
4885,dimna,dimana
4886,disono,di sana
4887,diuber,dikejar
4888,dket,dekat
4889,dkit,sedikit
4890,dkk,dan kawan-kawan
4891,dl,dulu
4892,dll,dan lain-lain
4893,dlm,dalam
4894,dlu,dulu
4895,dmn,dimana
4896,dngn,dengan
4897,doang,saja
4898,dodol,bodoh
4899,doi,dia
4900,doku,uang
4901,don juan,playboy
4902,dongs,dong
4903,donlot,unduh
4904,dpt,dapat
4905,dr,dari
4906,dri,dari
4907,drmana,darimana
4908,drmn,darimana
4909,drpd,daripada
4910,drtd,dari tadi
4911,dsb,dan sebagainya
4912,dst,dan seterusnya
4913,dstu,disitu
4914,dtg,datang
4915,dugem,dunia gemerlap
4916,duh,aduh
4917,duit,uang
4918,duren,durian
4919,dy,dia
4920,ed,edisi
4921,edan,gila
4922,egp,emang gue pikirin
4923,eike,aku
4924,eke,aku
4925,elo,kamu
4926,elu,kamu
4927,emang,memang
4928,emangnya,memangnya
4929,emg,memang
4930,emng,memang
4931,emte,makan teman
4932,endak,tidak
4933,engga,tidak
4934,enggak,tidak
4935,entar,nanti
4936,envy,iri
4937,etc,et cetera
4938,ex,mantan
4939,ext,extension
4940,fax,facsimile
4941,fb,facebook
4942,fifo,first in first out
4943,finek,finansial ekonomi
4944,folbek,follow back
4945,fwd,diterukan
4946,fyi,sebagai informasi
4947,ga,tidak
4948,gaada,tidak ada uang
4949,gabisa,tidak bisa
4950,gag,tidak
4951,gahar,sangar
4952,gaje,tidak jelas
4953,gak,tidak
4954,gak papa,tidak apa-apa
4955,gamau,tidak mau
4956,gan,juragan
4957,gapapa,tidak apa-apa
4958,gaptek,gagap teknologi
4959,gatau,tidak tahu
4960,gatek,gagap teknologi
4961,gatot,gagal total
4962,gawe,kerja
4963,gax,tidak
4964,gbs,tidak bisa
4965,gda,tidak ada uang
4966,gebetan,orang yang disuka
4967,geer,gede rasa
4968,geje,tidak jelas
4969,gelo,gila
4970,gepeng,gelandangan dan pengemis
4971,ghiey,lagi
4972,ghiy,lagi
4973,gi,lagi
4974,gile,gila
4975,giman,gigi mancung
4976,gimana,bagaimana
4977,gini,begini
4978,gino,gigi nongol
4979,gitchu,gitu
4980,githu,gitu
4981,gitu,begitu
4982,gj,tidak jelas
4983,gk,tidak
4984,gmana,bagaimana
4985,gmn,bagaimana
4986,gn,begini
4987,goblog,goblok
4988,goblok,bodoh
4989,good,bagus
4990,gokil,gila
4991,golput,golongan putih
4992,gombal,suka merayu
4993,gowes,mengayuh sepeda
4994,gpl,tidak pakai lama
4995,gpny,tidak punya
4996,gpp,tidak apa-apa
4997,gr,gede rasa
4998,gretong,gratis
4999,gretongan,gratisan
5000,gt,begitu
5001,gtau,tidak tahu
5002,gtw,tidak tahu
5003,gua,saya
5004,gue,saya
5005,guoblok,goblok
5006,guys,teman-teman
5007,gw,saya
5008,gws,cepat sembuh
5009,ha,tertawa
5010,haghaghag,tertawa
5011,haha,tertawa
5012,hakhak,tertawa
5013,hallow,halo
5014,handak,bahan peledak
5015,hankam,pertahanan dan keamanan
5016,hansip,pertahanan sipil
5017,hehe,he
5018,hellow,halo
5019,helo,halo
5020,helow,halo
5021,hey,hai
5022,hi,hai
5023,hlm,halaman
5024,hlng,hilang
5025,hny,hanya
5026,hnya,hanya
5027,hoax,isu bohong
5028,houm,rumah
5029,hr,hari
5030,hrs,harus
5031,hrus,harus
5032,hubad,hubungan angkatan darat
5033,hubdar,perhubungan darat
5034,hubla,perhubungan laut
5035,huff,mengeluh
5036,huft,mengeluh
5037,hum,rumah
5038,humas,hubungan masyarakat
5039,humz,rumah
5040,idk,saya tidak tahu
5041,ilang,hilang
5042,ilfeel,tidak suka
5043,ilfil,tidak suka
5044,imba,jago sekali
5045,imho,in my humble opinion
5046,imoet,imut
5047,imoetz,imut
5048,info,informasi
5049,item,hitam
5050,itung,hitung
5051,itungan,hitungan
5052,isengin,bercanda
5053,iy,iya
5054,iyala,iya lah
5055,iye,iya
5056,iyo,iya
5057,ja,saja
5058,jablay,jarang dibelai
5059,jadiin,jadikan
5060,jadul,jaman dulu
5061,jaim,jaga image
5062,jancuk,anjing
5063,jayus,tidak lucu
5064,jd,jadi
5065,jdi,jadi
5066,jdikan,jadikan
5067,jem,jam
5068,jg,juga
5069,jga,juga
5070,jgn,jangan
5071,jgnkan,jangankan
5072,jijay,jijik
5073,jir,anjing
5074,jkt,jakarta
5075,jln,jalan
5076,jnj,janji
5077,jomblo,tidak punya pacar
5078,jth,jatuh
5079,jubir,juru bicara
5080,jurdil,jujur adil
5081,jutek,galak
5082,jwb,jawab
5083,k,ke
5084,ka,kakak
5085,kab,kabupaten
5086,kabag,kepala bagian
5087,kabor,kabur
5088,kacian,kasihan
5089,kacrut,kacau
5090,kadit,kepala direktorat
5091,kadiv,kepala divisi
5092,kaga,tidak
5093,kagak,tidak
5094,kaka,kakak
5095,kalo,kalau
5096,kalo,kalau
5097,kampret,sialan
5098,kamtib,keamanan dan ketertiban
5099,kamtibmas,keamanan dan ketertiban masyarakat
5100,kamuh,kamu
5101,kamuwh,kamu
5102,kamyu,kamu
5103,kanwil,kantor wilayah
5104,kapt,kapten
5105,karna,karena
5106,kasat,kepala satuan
5107,kasubbag,kepala subbagian
5108,kasubbid,kepala subbidang
5109,katrok,kampungan
5110,kau,kamu
5111,kayanya,kayaknya
5112,kbar,kabar
5113,kbr,kabar
5114,kcian,kasihan
5115,kdu,harus
5116,keburu,terlanjur
5117,kec,kecamatan
5118,kedubes,kedutaan besar
5119,kejurnas,kejuaraan nasional
5120,kek,seperti
5121,kekeuh,keras kepala
5122,keknya,kayaknya
5123,kel,kelurahan
5124,keliatan,kelihatan
5125,kemaren,kemarin
5126,keneh,masih
5127,kepengen,mau
5128,kepikiran,terpikirkan
5129,kepingin,mau
5130,kepo,mau tahu urusan orang
5131,kepsek,kepala sekolah
5132,kere,tidak punya uang
5133,kesbang,kesatuan bangsa
5134,kesian,kasihan
5135,kesra,kesejahteraan rakyat
5136,ketauan,ketahuan
5137,ketrima,diterima
5138,keukeuh,keras kepala
5139,kgiatan,kegiatan
5140,khan,kan
5141,kibul,bohong
5142,kibus,kaki busuk
5143,kimpoi,kawin
5144,kk,kakak
5145,kl,kalau
5146,klian,kalian
5147,klianz,kalian
5148,klo,kalau
5149,kloter,kelompok terbang
5150,kluarga,keluarga
5151,klw,kalau
5152,klwrga,keluarga
5153,km,kamu
5154,kmari,kemari
5155,kmps,kampus
5156,kmpus,kampus
5157,kmrn,kemarin
5158,kn,kan
5159,knal,kenal
5160,knl,kenal
5161,knp,kenapa
5162,knpa,kenapa
5163,kodya,kota madya
5164,kog,kok
5165,komdis,komisi disiplin
5166,kompi,komputer
5167,komsov,komunis sovyet
5168,komtiong,komunis Tiongkok
5169,kongkow,kumpul bareng teman-teman
5170,konjen,konsulat jenderal
5171,kopdar,kopi darat
5172,koq,kok
5173,korup,korupsi
5174,kpd,kepada
5175,kpn,kapan
5176,kptsan,keputusan
5177,krenz,keren
5178,krik,garing
5179,krm,kirim
5180,krn,karena
5181,kt,kita
5182,ktauan,ketahuan
5183,ktmu,ketemu
5184,ktny,katanya
5185,ktr,kantor
5186,kudu,harus
5187,kuper,kurang pergaulan
5188,kuq,kok
5189,kw,imitasi
5190,ky,seperti
5191,kyk,seperti
5192,kykny,kayanya
5193,la,lah
5194,laka,kecelakaan
5195,lam,salam
5196,lambreta,lambat
5197,lamp,lampiran
5198,lansia,lanjut usia
5199,lanud,landasan udara
5200,lapas,lembaga pemasyarakatan
5201,latgab,latihan gabungan
5202,lbur,libur
5203,lebay,berlebihan
5204,leh,boleh
5205,leh,boleh
5206,lekong,laki-laki
5207,lelet,lambat
5208,lemot,lambat berfikir
5209,lemot,lemah otak
5210,lg,lagi
5211,lgi,lagi
5212,lgkp,lengkap
5213,lgsg,langsung
5214,lht,lihat
5215,liat,lihat
5216,linmas,perlindungan masyarakat
5217,litbang,penelitian dan pengembangan
5218,lmyan,lumayan
5219,lmyn,lumayan
5220,lngkp,lengkap
5221,lo,kamu
5222,loch,loh
5223,loe,kamu
5224,lol,tertawa
5225,lola,lambat berfikir
5226,lom,belum
5227,louph,cinta
5228,loupz,cinta
5229,low,kalau
5230,lowh,kamu
5231,lp,lupa
5232,lu,kamu
5233,luber,"langsung, umum, bebas, dan rahasia"
5234,luchu,lucu
5235,luchuw,lucu
5236,luff,cinta
5237,lum,belum
5238,luph,cinta
5239,luthu,lucu
5240,lw,kamu
5241,lwn,lawan
5242,lwt,lewat
5243,maacih,terima kasih
5244,maaciw,terima kasih
5245,mabal,bolos
5246,mabes,markas besar
5247,macem,macam
5248,macem-macem,macam-macam
5249,macih,masih
5250,madesu,masa depan suram
5251,maem,makan
5252,maen,main
5253,magabut,makan gaji buta
5254,mahatma,maju sehat bersama
5255,maho,homo
5256,mak,ibu
5257,mak jang,kaget
5258,makasih,terima kasih
5259,maksain,memaksa
5260,malah,bahkan
5261,malem,malam
5262,malu2in,memalukan
5263,mam,makan
5264,mamz,makan
5265,maneh,kamu
5266,manies,manis
5267,maniez,manis
5268,mantep,mantap
5269,mao,mau
5270,markus,makelar kasus
5271,masukin,masukkan
5272,mba,mbak
5273,melu,ikut
5274,mending,lebih baik
5275,mepet,dekat sekali
5276,mgkn,mungkin
5277,mgu,minggu
5278,mhn,mohon
5279,migas,minyak dan gas bumi
5280,miker,minuman keras
5281,mikol,minuman beralkohol
5282,milis,mailing list
5283,miras,minuman keras
5284,mksd,maksud
5285,mlah,malah
5286,mls,malas
5287,mngkn,mungkin
5288,mnt,minta
5289,mo,mau
5290,moge,motor gede
5291,mokad,mati
5292,mokat,mati
5293,moso,masa
5294,mosok,masa
5295,mpe,sampai
5296,msh,masih
5297,msk,masuk
5298,mskpn,meskipun
5299,mslh,masalah
5300,msng2,masing-masing
5301,mt,makan teman
5302,muahal,mahal
5303,mubes,musyawarah besar
5304,muker,musyawarah kerja
5305,mulu,melulu
5306,mumet,pusing
5307,mumpung,selagi
5308,muna,munafik
5309,munas,musyawarah nasional
5310,munaslub,musyawarah nasional luar biasa
5311,muntaber,muntah dan berak
5312,musda,musyawarah daerah
5313,musti,mesti
5314,muup,maaf
5315,muupz,maaf
5316,muuv,maaf
5317,mw,mau
5318,mw,now watching
5319,n,dan
5320,nal,kenal
5321,nanam,menanam
5322,nangis,menangis
5323,nanya,bertanya
5324,naon,apa
5325,napa,kenapa
5326,napa,kenapa
5327,napi,narapidana
5328,napol,narapidana politik
5329,napza,"narkotika, alkohol, psikotropika, dan zat adiktif "
5330,naq,anak
5331,narkoba,"narkotika, psikotropika, dan obat terlarang"
5332,narsis,bangga pada diri sendiri
5333,nasgor,nasi goreng
5334,nax,anak
5335,nda,tidak
5336,ndak,tidak
5337,ndiri,sendiri
5338,ndut,gendut
5339,ne,ini
5340,nekolim,neokolonialisme
5341,nekolin,neokolonialisme
5342,nelfon,menelepon
5343,nembak,menyatakan cinta
5344,ngabis2in,menghabiskan
5345,ngabuburit,menunggu berbuka puasa
5346,ngakak,tertawa
5347,ngaku,mengaku
5348,ngambek,marah
5349,ngambil,mengambil
5350,ngampus,pergi ke kampus
5351,nganggur,tidak punya pekerjaan
5352,ngantri,mengantri
5353,ngapah,kenapa
5354,ngapain,sedang apa
5355,ngaret,terlambat
5356,ngaruh,berpengaruh
5357,ngasih,memberikan
5358,ngawur,berbicara sembarangan
5359,ngebandel,berbuat bandel
5360,ngeceng,kumpul bareng-bareng
5361,ngegosip,bergosip
5362,ngeh,sadar
5363,ngeklaim,mengklaim
5364,ngekos,tinggal di kos
5365,ngeksis,menjadi eksis
5366,ngelamar,melamar
5367,ngeles,berkilah
5368,ngeliat,melihat
5369,ngelidur,menggigau
5370,ngemeng,bicara terus-terusan
5371,ngerampok,merampok
5372,ngerti,mengerti
5373,ngga,tidak
5374,nggak,tidak
5375,ngibul,berbohong
5376,ngikut,ikut
5377,ngiler,mau
5378,nginep,menginap
5379,ngiri,iri
5380,ngisi,mengisi
5381,ngisiin,mengisikan
5382,ngmg,bicara
5383,ngmng,bicara
5384,ngocol,lucu
5385,ngomong,bicara
5386,ngomongin,membicarakan
5387,ngubek2,mencari-cari
5388,ngumpul,berkumpul
5389,ngurus,mengurus
5390,ni,ini
5391,nice,bagus
5392,nie,ini
5393,niech,nih
5394,nih,ini
5395,nimbrung,ikut serta
5396,niyh,nih
5397,nkah,nikah
5398,nmr,nomor
5399,nnti,nanti
5400,nntn,nonton
5401,no,nomor
5402,nobar,nonton bareng
5403,nongkrong,kumpul-kumpul
5404,np,now playing
5405,nrp,narapidana
5406,ntar,nanti
5407,ntar,sebentar
5408,ntn,nonton
5409,nuhun,terima kasih
5410,numpuk,bertumpuk
5411,nunggu,menunggu
5412,nutupin,menutupi
5413,nyampah,membuat sampah
5414,nyasar,tersesat
5415,nyari,mencari
5416,nyariin,mencari
5417,nyekar,menyekar
5418,nyiapin,mempersiapkan
5419,nyicil,mencicil
5420,nyiram,menyiram
5421,nyoblos,mencoblos
5422,nyok,ayo
5423,nyokap,ibu
5424,o/,oleh
5425,ogah,tidak mau
5426,ok,ok
5427,okt,oktober
5428,ol,online
5429,omdo,omong doang
5430,ongkir,ongkos kirim
5431,oon,bodoh
5432,oot,out of topic
5433,org,orang
5434,org2,orang-orang
5435,orkes,olahraga dan kesehatan
5436,ortu,orang tua
5437,ospek,orientasi studi dan pengenalan kampus
5438,otda,otonomi daerah
5439,otre,ok
5440,otw,"on the way, sedang di jalan"
5441,pa,apa
5442,pacal,pacar
5443,pahe,paket hemat
5444,pake,pakai
5445,pakek,pakai
5446,pala,kepala
5447,panja,panitia kerja
5448,pansus,panitia khusus
5449,pantura,pantai utara
5450,parpol,partai politik
5451,pas2an,pas-pasan
5452,pasutri,pasangan suami istri
5453,patas,cepat dan terbatas
5454,pd,pada
5455,pdhl,padahal
5456,pede,percaya diri
5457,pelatda,pemusatan latihan daerah
5458,pelatnas,pemusatan latihan nasional
5459,pembokat,pembantu
5460,pemda,pemerintah daerah
5461,pemilu,pemilihan umum
5462,pemkot,pemerintah kota
5463,pemprov,pemerintah provinsi
5464,pemred,pemimpin redaksi
5465,pengen,ingin
5466,penjas,pendidikan jasmani
5467,penmas,pendidikan masyarakat
5468,perda,peraturan daerah
5469,perek,wanita tuna susila
5470,perhatiin,perhatikan
5471,pertamax,pertama
5472,pesenan,pesanan
5473,pesenin,pesankan
5474,pgang,pegang
5475,pgi,pergi
5476,pi,tapi
5477,pijetin,pijitkan
5478,pilkada,pemilihan kepala daerah
5479,pimpro,pemimpin proyek
5480,pisan,sangat
5481,pisgor,pisang goreng
5482,pk,penjahat kelamin
5483,pke,pakai
5484,plg,paling
5485,pm,private message
5486,pmrnth,pemerintah
5487,pny,punya
5488,polantas,polisi lalu lintas
5489,polwan,polisi wanita
5490,ponpes,pondok pesantren
5491,ponsel,telepon seluler
5492,pp,pulang pergi
5493,ppa,apa
5494,prg,pergi
5495,prikitiw,cie
5496,priksa,periksa
5497,prnh,pernah
5498,pro,profesional
5499,psen,pesan
5500,psn,pesan
5501,pst,pasti
5502,psti,pasti
5503,pswt,pesawat
5504,puanas,panas
5505,pw,posisi nyaman
5506,qmo,kamu
5507,qmu,kamu
5508,qt,kita
5509,rakor,rapat koordinasi
5510,rame,ramai
5511,ranmor,kendaraan bermotor
5512,raskin,rakyat miskin
5513,re,reply
5514,red,redaksi
5515,ref,referensi
5516,reg,register
5517,rehab,rehabilitasi
5518,rejeki,rezeki
5519,rempong,sulit
5520,renstra,rencana strategis
5521,repp,balas
5522,reskrim,reserse kriminal
5523,krim,kirim
5524,restik,reserse narkotika
5525,rhs,Rahasia
5526,rhs,rahasia
5527,rmbt,rambut
5528,rmh,rumah
5529,rofl,rolling on the floor laughing
5530,ru,baru
5531,rudal,peluru kendali
5532,ruko,rumah toko
5533,rusun,rumah susun
5534,rusunawa,rumah susun sewa
5535,rutan,rumah tahanan
5536,ruz,terus
5537,s4,sempat
5538,saia,saya
5539,saiank,sayang
5540,salting,salah tingkah
5541,saltum,salah kostum
5542,sampe,sampai
5543,sampeyan,anda
5544,samsek,sama sekali
5545,sapa,siapa
5546,sapose,siapa
5547,satkorlak,satuan koordinator pelaksana
5548,satpam,satuan pengamanan
5549,say,sayang
5550,sbb,sebagai berikut
5551,sbg,sebagai
5552,sbh,sebuah
5553,sblm,sebelum
5554,sbnrny,sebenarnya
5555,scara,secara
5556,scr,secara
5557,sdg,sedang
5558,sdgkn,sedangkan
5559,sdh,sudah
5560,sdkt,sedikit
5561,sdngkn,sedangkan
5562,se7,setuju
5563,seabrek,banyak
5564,sebelas dua belas,mirip
5565,sekjen,sekretaris jenderal
5566,sembako,sembilan bahan pokok
5567,sempak,celana dalam
5568,sempet,sempat
5569,sempet2nya,sempat-sempatnya
5570,sendratari,seni drama tari
5571,sertijab,serah terima jabatan
5572,sgt,sangat
5573,sgtunya,segitunya
5574,shg,sehingga
5575,sidak,inspeksi mendadak
5576,siech,sih
5577,sieyh,sih
5578,sikon,situasi dan kondisi
5579,simpedes,simpanan pedesaan
5580,sinetron,sinema elektronik
5581,sip,ok
5582,siramin,siramkan
5583,sis,kakak perempuan
5584,sj,saja
5585,skali,sekali
5586,skalian,sekalian
5587,skl,sekali
5588,sklh,sekolah
5589,skrg,sekarang
5590,skt,sakit
5591,skul,sekolah
5592,slesai,selesai
5593,slh,salah
5594,sll,selalu
5595,slm,salam
5596,slma,selama
5597,slmt,selamat
5598,slsai,selesai
5599,slt,sulit
5600,smpt,sempat
5601,smua,semua
5602,smw,semua
5603,smwny,semuanya
5604,sndiri,sendiri
5605,sng,senang
5606,sni,sini
5607,soljum,sholat jumat
5608,somse,sombong sekali
5609,songong,sombong
5610,sorry,maaf
5611,sory,maaf
5612,sosbud,sosial-budaya
5613,sosek,sosial-ekonomi
5614,sospol,sosial-politik
5615,sotoy,sok tahu
5616,sowry,maaf
5617,spa,siapa
5618,spd,sepeda
5619,sppa,siapa
5620,sprti,seperti
5621,spt,seperti
5622,spy,supaya
5623,srtfkt,sertifikat
5624,stelah,setelah
5625,stiap,setiap
5626,stiap,setiap
5627,stlh,setelah
5628,subbag,subbagian
5629,suk,masuk
5630,sumbangin,sumbangkan
5631,sumpek,sempit
5632,sy,saya
5633,syg,sayang
5634,syp,siapa
5635,t4,tempat
5636,tabanas,tabungan pembangunan nasional
5637,tajir,kaya
5638,tar,nanti
5639,tau,tahu
5640,taun,tahun
5641,taw,tahu
5642,tawh,tahu
5643,td,tadi
5644,tdi,tadi
5645,tdk,tidak
5646,te2p,tetap
5647,teh,kakak perempuan
5648,tekor,rugi
5649,telat,terlambat
5650,telkom,telekomunikasi
5651,telmi,telat berpikir
5652,telp,telepon
5653,temen,teman
5654,temen2,teman-teman
5655,tengil,menyebalkan
5656,tengok,menjenguk
5657,tepar,terkapar
5658,terbitin,terbitkan
5659,tggu,tunggu
5660,tgl,tanggal
5661,tgu,tunggu
